+----------------------+-------------------------------------------------------+
| EXTERNAL WITH GP     |  LEIAT202+GP          | LEIAT302+GP                   |
| EXTERNAL WITHOUT GP  |  LEIAT202-GP          | LEIAT302-GP                   |
| INTERNAL             |  LEISR299_INT         | LEISR399_INT                  |
|                      |  LEISR399_INTA                                        |
| LEICA AT201          |  LEIAT201                                             |
| LEICA AT202/302      |  LEIAT202-GP          | LEIAT302-GP                   |
| LEICA AT202/302 GP   |  LEIAT202+GP          | LEIAT302+GP                   |
| LEICA AT303          |  LEIAT303                                             |
| LEICA AT501          |  LEIAT501                                             |
| LEICA AT502          |  LEIAT502                                             |
| LEICA AT503          |  LEIAT503                                             |
| LEICA INTERNAL       |  LEISR299_INT         | LEISR399_INT                  |
|                      |  LEISR399_INTA                                        |
+----------------------+-------------------------------------------------------+
| LEICA Antenna Domes  |                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx LEIC |  Dome for LEICA AT303 and AT503, conical shape        |
| xxxxxxxxxxxxxxx LEIS |  Dome for DORNE MARGOLIN LEICA, spherical shape       |
| xxxxxxxxxxxxxxx LEIT |  Dome for LEICA AR25                                  |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| MAGELLAN Receivers   |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| MAGELLAN PM-500      |  L1/L2 GPS, L1/L2 GLONASS integrated rcvr/antenna     |
+----------------------+-------------------------------------------------------+
| MAGELLAN Antennae    |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| MAGPM-500            |  L1/L2 GPS, L1/L2 GLONASS integrated rcvr/antenna     |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| MAGELLAN PM-500      |  MAGPM-500                                            |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| MICROPULSE Antennae  |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| MP-1372FW+REGP       |  Micropulse MP-1372W with UNAVCO rolled edge GP,      |
|                      |   (part of UNAVCO's L1 volcano monitoring system)     |
| MPL_WAAS_2224NW      |  MicroPulse WAAS Unit 2224NW                          |
| MPL_WAAS_2225NW      |  MicroPulse WAAS L1/L2/L5 2225NW                      |
| MPLL1/L2_SURV        |  MicroPulse L1/L2 GPS Surveying Antenna 90LL12300     |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| M-PULSE L1/L2 SURVEY |  MPLL1/L2_SURV                                        |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| MINIMAC Receivers    |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| MINIMAC 2816         |  L1/L2 Field unit                                     |
| MINIMAC 2816AT       |  L1/L2 Rack-mounted (used in CIGNET and NIED)         |
+----------------------+-------------------------------------------------------+
| MINIMAC Antennae     |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| MAC4647942           |  Crossed-dipole antenna with large groundplane,       |
|                      |   Model Number 4647942                                |
| MACPATCH             |  Patch antenna                                        |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| MACROMETER X-DIPOLE  |  MAC4647942                                           |
| MINIMAC PATCH        |  MACPATCH                                             |
+----------------------+-------------------------------------------------------+
| MINIMAC Antenna Domes|                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx MMAC |  Clear spherical dome covering antenna element        |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| NAVCOM Receivers     |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| NAVCOM NCT-2000D     |  GPS L1/L2/C1/P1/P2 Receiver                          |
| NAVCOM NCT-2030M     |  GPS L1/L2/C1/P1/P2 Receiver, 1PPS,CAN,Event          |
| NAVCOM RT-3010S      |  GPS L1/L2/C1/P1/P2 Integrated Receiver/Antenna/Radio |
| NAVCOM RT-3020M      |  GPS L1/L2/C1/P1/P2 Receiver/Radio, 1PPS,CAN,Event    |
| NAVCOM RT-3020S      |  GPS L1/L2/C1/P1/P2 Receiver/Radio                    |
| NAVCOM SF-2000       |  GPS L1/L2/C1/P1/P2/L-Band Receiver, CAN              |
| NAVCOM SF-2040G      |  GPS L1/L2/C1/P1/P2/L-Band Integrated Receiver/Antenna|
| NAVCOM SF-2050G      |  GPS L1/L2/C1/P1/P2/L-Band Receiver                   |
| NAVCOM SF-2050M      |  GPS L1/L2/C1/P1/P2/L-Band Receiver, 1PPS,CAN,Event   |
| NAVCOM SF-2050R      |  GPS L1/L2/C1/P1/P2/L-Band Receiver, 1PPS,CAN,Event   |
+----------------------+-------------------------------------------------------+
| NAVCOM Antennae      |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| NAVAN2004T           |  GPS L1/L2/L-Band Antenna, Survey Mount               |
| NAVAN2008T           |  GPS L1/L2/L-Band Antenna, Aircraft Mount FAA Cert.   |
| NAVSF2040G           |  GPS L1/L2/SBAS/StarFire Antenna                      |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| NAVXPERIENCE Antennae|                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| NAX3G+C              |  3G+C one-layer GNSS antenna for all signals          |
|                      |   GPS: L1,L2,L2C,L5  GLONASS: G1,G2,G3                |
|                      |   Galileo: L1,E1,E2,E4,E5a,E5b,E6  Compass: B1,B2,B3  |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| NOVATEL Receivers    |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| NOV 15A              | 16 channel GPS L1/L5, Galileo L1/E5a, SBAS L1/L5      |
| NOV EURO4-1.00-222   | 12-ch L1 or L1/L2 OEM4 board, Euro card size.         |
|                      |   RTK,WAAS,other options may be enabled in firmware.  |
| NOV MILLEN-RT2       | L1/L2 GPS 2cm RTK Fixed Integer, 12 channel.          |
| NOV MILLEN-RT2OS     | L1 GPS 20cm RTK Float, 12 channel.                    |
| NOV MILLEN-STD       | L1/L2 GPS Base Station, 12 channel.                   |
| NOV MILLEN-STDW      | L1/L2 GPS Base Station with WAAS, 10+1 channel.       |
| NOV OEM4-G2          | 24-ch L1 or L1/L2, SBAS, RT-2 mode                    |
| NOV OEMV1            | 14 GPS L1, 2 SBAS, 1 L-Band                           |
| NOV OEMV1G           | 14 GPS L1, 12 GLONASS L1, 2 SBAS                      |
| NOV OEMV2            | 14 GPS L1/L2, 12 GLONASS L1/L2, 2 SBAS                |
| NOV OEMV3            | 14 GPS L1/L2,5 GPS L5,12 GLONASS L1/L2,2 SBAS,1 LBand |
| NOV OEMV3-RT2        | 14 GPS L1/L2+RT-2,5 GPS L5,12 GLO L1/L2,2 SBAS,1 LBand|
| NOV WAASGII          | WAAS Reference Receiver G-II                          |
+----------------------+-------------------------------------------------------+
| NOVATEL Antennae     |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| NOV_WAAS_600         |  NOV600 element in MPL assembly (used by WAAS/NGS)    |
| NOV501               |  GPS-501 L1                                           |
| NOV501+CR            |  GPS-501 L1 with chokerings                           |
| NOV502               |  GPS-502 L1/L2                                        |
| NOV502+CR            |  GPS-502 L1/L2 with chokerings                        |
| NOV503+CR            |  GPS-503 L1/L2 with chokerings                        |
| NOV531               |  GPS-531 L1                                           |
| NOV531+CR            |  GPS-531 L1 with chokerings                           |
| NOV533+CR            |  ANT-533 L1/L2 with chokerings                        |
| NOV600               |  L1/L2 GPS Antenna (Pinwheel Technology)              |
| NOV600LB             |  GPS-600LB GPS L1/L2, L-Band                          |
| NOV701GG             |  GPS-701GG GPS L1, GLONASS L1 (Pinwheel Technology)   |
| NOV701GGL            |  GPS-701GG GPS L1, GLONASS L1, L-Band (Pinwheel Tech.)|
| NOV702               |  GPS-702 RoHS-compliant GPS L1/L2  (Pinwheel Tech.)   |
| NOV702GG             |  GPS-702GG GPS L1/L2, GLONASS L1/L2 (Pinwheel Tech.)  |
| NOV702GGL            |  GPS-702GG GPS L1/L2, GLONASS L1/L2, L-Band           |
|                      |    (Pinwheel technology)                              |
| NOV702L              |  GPS-702L RoHS-compliant GPS L1/L2, L-Band            |
|                      |    (Pinwheel Technology)                              |
| NOV704X              |  GPS-704X Passive GPS L1/L2/L5, GLONASS L1/L2,        |
|                      |    Galileo L1/E5a/E5b/E6, L-Band. (Pinwheel Tech.)    |
| NOV750               |  Dorne Margolin with 3D choke ring ground plane       |
|                      |   GPS: L1,L2,L2C,L5 GLONASS: L1,L2,L3 Galileo: L1,    |
|                      |   E5a,E5b,E6,AltBOC Compass: B1,B2,B3 L-BAND          |
| NOV750.R4            |  Dorne Margolin with 3D choke ring ground plane rev. 4|
|                      |   GPS: L1,L2,L2C,L5 GLONASS: L1,L2,L3 Galileo: L1,    |
|                      |   E5a,E5b,E6,AltBOC Compass: B1,B2,B3 L-BAND          |
+----------------------+-------------------------------------------------------+
| NOVATEL Antenna Domes|                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx NOVS |  NOVATEL spherical dome used with NOV750, NOV750.R4   |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| ROGUE/AOA Receivers  |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| AOA BENCHMARK ACT    |  AOA Benchmark with ACT technology (12 channel)       |
| AOA ICS-4000Z        |  AOA SNR-8100 designed for ionsopheric monitoring     |
| AOA ICS-4000Z ACT    |  AOA ICS-4000Z upgraded to ACT technology             |
| AOA RASCAL-12        |  AOA Rascal, 12 channel                               |
| AOA RASCAL-8         |  AOA Rascal, 8 channel                                |
| AOA SNR-12 ACT       |  AOA TurboRogue (12 channel, upgraded to ACT),        |
|                      |   functionally like AOA BENCHMARK ACT                 |
| AOA SNR-8000 ACT     |  AOA TurboRogue (SNR-8000 upgraded to ACT),           |
|                      |   functionally like AOA BENCHMARK ACT                 |
| AOA SNR-8100 ACT     |  AOA TurboRogue (SNR-8100 upgraded to ACT),           |
|                      |   functionally like AOA BENCHMARK ACT                 |
| AOA TTR-12           |  AOA Time Transfer Receiver (12 channel)              |
| AOA TTR-4P           |  AOA Time Transfer Receiver (8 channel)               |
| ROGUE SNR-12         |  AOA TurboRogue (12 channel)                          |
| ROGUE SNR-12 RM      |  AOA TurboRogue (12 channel, rack mount)              |
| ROGUE SNR-8          |  2 unit rack-mounted (big Rogue)                      |
| ROGUE SNR-800        |  1 unit rack-mounted (big Rogue)                      |
| ROGUE SNR-8000       |  AOA TurboRogue (field unit)                          |
| ROGUE SNR-8100       |  AOA TurboRogue (rack mount)                          |
| ROGUE SNR-8A         |  AOA MiniRogue -- not CONAN compatible                |
| ROGUE SNR-8C         |  AOA MiniRogue -- CONAN compatible                    |
+----------------------+-------------------------------------------------------+
| ROGUE Antennae       |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| AOAD/M_B             |  Dorne Margolin with chokerings (Rogue, AOA design)   |
|                      |                                                       |
| AOAD/M_T             |  Dorne Margolin with chokerings (TurboRogue)/part #s  |
|                      |   7490400-1 7490400-4 7490582-1 7490582-2 7490582-B   |
| AOAD/M_TA_NGS        |  Dorne Margolin with chokerings (TurboRogue design)   |
|                      |   retrofit with Ashtech LNA (12 exist at NOAA/NGS)    |
| JPLD/M_R             |  Dorne Margolin element with chokerings               |
|                      |   (Rogue, JPL design)                                 |
| JPLD/M_RA_SOP        |  Dorne Margolin with chokerings (Rogue, JPL design)   |
|                      |   retrofit with Ashtech LNA (two exist at SOPAC)      |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| DORNE MARGOLIN B     |  AOAD/M_B                                             |
| DORNE MARGOLIN R     |  JPLD/M_R                                             |
| DORNE MARGOLIN T     |  AOAD/M_T                                             |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SENSOR SYST. Antennae|                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| SEN67157596+CR       | Sensor Systems L1/L2, PN:S67-1575-96 + chokerings     |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SEPTENTRIO Receivers |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| SEPT ASTERX1         |  L1 GPS/Galileo/SBAS, code & carrier, all-in-view     |
| SEPT ASTERX2         |  L1/L2 GPS/GLONASS, code & carrier, all-in-view       |
| SEPT ASTERX2E        |  L1/L2 GPS/GLO, 136 ch, all-in-view single antenna    |
| SEPT ASTERX2EH       |  L1/L2 GPS/GLO, 2*136 ch, all-in-view dual antenna    |
| SEPT ASTERX2EL       |  Dual-frequency GPS/GLO/GAL receiver + LBand demod.   |
| SEPT ASTERX3         |  Triple-frequency GPS/GLO/GAL receiver                |
| SEPT POLARX2         |  L1/L2,code & carrier,48 ch. all-in-view,up to 3 ant. |
| SEPT POLARX2C        |  L1/L2,code & carrier, all-in-view incl. 4 L2C ch.    |
| SEPT POLARX2E        |  L1/L2,code & carrier,48 ch. all-in-view,up to 3 ant. |
| SEPT POLARX3         |  L1/L2 GPS/GLO, 88 ch, reference receiver             |
| SEPT POLARX3E        |  L1/L2 GPS/GLO/GAL, 136 ch, reference receiver        |
| SEPT POLARX3EG       |  L1/L5 GPS/GAL, 136 ch, reference receiver            |
| SEPT POLARX3ETR      |  L1/L2-L1/L5 GPS/GLO/GAL, 136 ch, ref/timing receiver |
| SEPT POLARX3G        |  L1/L5 GPS/GAL, 102 ch, reference receiver            |
| SEPT POLARX3TR       |  L1/L2-L1/L5 GPS/GLO/GAL, 88 ch, ref/timing receiver  |
| SEPT POLARXS         |  Triple-frequency GPS/GLO/GAL scintillation receiver  |
+------------------------------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SOKKIA Receivers     |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| SOK GSR2600          | GSR2600 L1/L2 RTK GPS receiver                        |
| SOK GSR2700 RS       | GSR2700 L1/L2 GPS receiver                            |
| SOK GSR2700 RSX      | GSR2700 L1/L2 GPS/GLONASS, 2 SBAS receiver            |
| SOK RADIAN           | Radian L1/L2 RTK GPS receiver                         |
| SOK RADIAN_IS        | Radian IS L1/L2 RTK GPS integrated receiver+antenna   |
+----------------------+-------------------------------------------------------+
| SOKKIA Antennae      |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| SOK502               | Sokkia SK520 L1/L2 GPS antenna                        |
| SOK600               | Sokkia SK600 L1/L2 GPS antenna                        |
| SOK702               | Sokkia SK702 L1/L2 GPS antenna                        |
| SOK_GSR2700ISX       | Sokkia GSR2700 ISX, 14 GPS L1, 14 GPS L2, 6 GPS L5    |
|                      |   12 GLONASS L1, 12 GLONASS L2 + 2 SBAS               |
| SOK_RADIAN_IS        | Radian IS L1/L2 RTK GPS integrated receiver+antenna   |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SPECTRA PRECISION    |                                                       |
|   Receivers          |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| SPP GEODIMETER-L1    |  Geodimeter GPS Module L1                             |
| SPP GEOTRACER100     |  Geotracer 100 Dual Frequency Receiver, 12 channels,  |
|                      |   C/A code on L1 and squaring on L2,                  |
|                      |     Trimble 4000 SS fmade for Geotronics AB)          |
| SPP GEOTRACER3220    |  Geotracer Dual Frequency Receiver, 12 channels       |
| SPP GEOTRACER3320    |  Geotracer GPS-Glonass Receiver                       |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| GEO DUAL FREQ GPS    |  SPP GEOTRACER3220                                    |
| GEO GEODIMETER L1    |  SPP GEODIMETER-L1                                    |
| GEO GPS-GLONASS      |  SPP GEOTRACER3320                                    |
+----------------------+-------------------------------------------------------+
| SPECTRA PRECISION    |                                                       |
|   Antennae           |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| SPP571212238+GP      |  Spectra Precision groundplane                        |
| SPP571908273         |  Model 571908273, chokerings,                         |
|                      |   oblong antenna element housing                      |
+----------------------+-------------------------------------------------------+
| SPECTRA Antenna Domes|                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx SPKE |  SPECTRA PRECISION conical dome with spike,           |
|                      |   used with the SPP571908273 antenna; also sold by    |
|                      |   Aeroantenna and NovAtel                             |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| STONEX Receivers     |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| STONEX S9II GNSS     | 220 channel GPS L1/L2+L2C/L5, GLONASS, Galileo,       |
|                      |  Compass, SBAS integrated receiver/antenna            |
+----------------------+-------------------------------------------------------+
| STONEX Antennae      |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| STXS9SA7224V3.0      | Integrated GPS L1/L2+L2C/L5, GLONASS, Galileo,        |
|                      |  Compass, SBAS STONEX S9II GNSS antenna               |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| TEXAS INST. Receivers|                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| TI4100               |  4-channel L1/L2, P1/P2 receiver                      |
+----------------------+-------------------------------------------------------+
| TEXAS INST. Antennae |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| TI4100_100           |  TI helical antenna, 100 series                       |
| TI4100_2000          |  TI helical antenna, 2000 series                      |
| TI4100_4000          |  TI helical antenna, 4000 series                      |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| TOPCON Receivers     |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| TOPCON GP-DX1        |  L1/L2 receiver(Trimble)                              |
| TOPCON GP-R1         |  L1 receiver(Ashtech)                                 |
| TOPCON GP-R1D        |  L1/L2 receiver(Ashtech)                              |
| TOPCON GP-R1DP       |  L1/L2 receiver(Ashtech)                              |
| TOPCON GP-R1DY       |  L1/L2 receiver(Ashtech)                              |
| TOPCON GP-S1         |  L1 receiver(Ashtech)                                 |
| TOPCON GP-SX1        |  L1 receiver(Trimble)                                 |
| TOPCON TT4000SSI     |  L1/L2 receiver(Trimble)                              |
| TOPCON TURBO-SII     |  L1/L2 receiver(AOA)                                  |
| TPS E_GGD            |  Same as JPS E_GGD                                    |
| TPS EUROCARD         |  Same as JPS EUROCARD                                 |
| TPS GB-1000          |  Dual-frequency GPS/GLONASS                           |
| TPS GR3              |  GNSS integrated receiver/antenna/modem - Topcon G3   |
|                      |    GNSS board                                         |
| TPS HIPER_GD         |  P/N 01-830401-01 Integrated antenna+receiver         |
| TPS HIPER_GGD        |  P/N 01-840401-01 Antenna+receiver GPS/GLONASS        |
| TPS HIPER_LITE       |  P/N 01-840802-03 Antenna+receiver+wireless, GPS      |
| TPS HIPER_PLUS       |  P/N 01-840801-01 Antenna+receiver+wireless, G/G      |
| TPS LEGACY           |  Same as JPS LEGACY                                   |
| TPS NET-G3A          |  GPS/GLONASS/Galileo 144 channel receiver - Topcon    |
|                      |    E2G3 GNSS board                                    |
| TPS NETG3            |  GPS/GLONASS/Galileo 72 channel receiver              |
| TPS ODYSSEY_E        |  receiver L1/L2 with integrated CE device             |
| TPS ODYSSEY_I        |  Integrated antenna/receiver L1/L2                    |
+----------------------+-------------------------------------------------------+
| TOPCON Antennae      |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| TOP700337            |  Model 700337   (same as ASH700228D)                  |
| TOP700779A           |  Model 700779.A (same as ASH700718A)                  |
| TOP72110             |  Model 72110, used with the TURBO-SII receiver        |
|                      |   small radius with Dorne Margolin element            |
| TPSCR.G3             |  Topcon GPS/GLONASS/Galileo choke ring antenna        |
| TPSCR3_GGD           |  Part No. 01-031401-01                                |
| TPSCR4               |  P/N 01-840002-01 Choke ring L1/L2                    |
| TPSG3_A1             |  Topcon GPS/GLONASS/Galileo antenna with ground plane |
| TPSGR3               |  Integrated antenna/receiver/modem GNSS L1/L2         |
| TPSHIPER_GD          |  P/N 01-830401-01 Integrated antenna+receiver         |
| TPSHIPER_GGD         |  P/N 01-840401-01 Antenna+receiver GPS/GLONASS        |
| TPSHIPER_LITE        |  P/N 01-840802-03 Antenna+receiver+wireless, GPS      |
| TPSHIPER_PLUS        |  P/N 01-840801-01 Antenna+receiver+wireless, G/G      |
| TPSLEGANT_G          |  P/N 01-830005-01 L1                                  |
| TPSLEGANT2           |  P/N 01-830004-02 L1/L2                               |
| TPSLEGANT3_UHF       |  P/N 01-830004-03 L1/L2                               |
| TPSODYSSEY_I         |  Integrated antenna/receiver L1/L2                    |
| TPSPG_A1             |  P/N 01-840201-04 L1/L2 without groundplane           |
| TPSPG_A1+GP          |  P/N 01-840201-04 L1/L2 with groundplane              |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| TOPCON GP-R1SD       |  NONE                                                 |
| TOPCR3_GGD           |  TPSCR3_GGD                                           |
+----------------------+-------------------------------------------------------+
| TOPCON Antenna Domes |                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx CONE |  Topcon part no. 10-031401-01 conical dome            |
| xxxxxxxxxxxxxxx TPSD |  Topcon hemispherical dome for PG-A1 and G3-A1        |
| xxxxxxxxxxxxxxx TPSH |  Topcon hemispherical dome for choke ring antenna     |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| TRIMBLE Receivers    |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| TRIMBLE 4000S        |  Single frequency model                               |
| TRIMBLE 4000SE       |  Single frequency with internal antenna               |
| TRIMBLE 4000SL       |  Single frequency model                               |
| TRIMBLE 4000SLD      |  Dual freq. L1 C/A; L2 squaring                       |
| TRIMBLE 4000SSE      |  Dual freq. P-code on L1 and L2; xcr Y-code           |
| TRIMBLE 4000SSI      |  Dual freq. P-code on L1 and L2; xcr Y-code           |
|                      |  ("Geodetic Surveyor 4000SSi")                        |
| TRIMBLE 4000SSI-SS   |  Dual freq. P-code on L1 and L2; xcr Y-code           |
|                      |  ("Site Surveyor 4000SSi")                            |
| TRIMBLE 4000SST      |  Dual freq. L1 C/A; L2 squaring; L2 P-code optional   |
| TRIMBLE 4000ST       |  Dual frequency model                                 |
| TRIMBLE 4000ST S     |  Single frequency model                               |
| TRIMBLE 4000SX       |  Single frequency model                               |
| TRIMBLE 4400         |  L1/L2 receiver, enhanced L2 tracking                 |
| TRIMBLE 4600         |  L1 receiver, with internal antenna                   |
| TRIMBLE 4700         |  "Total station 4700" (external antenna)              |
| TRIMBLE 4800         |  L1/enhanced L2 receiver,                             |
|                      |   with internal antenna and radio modem, p/n: 32119-XX|
| TRIMBLE 5700         |  L1/L2 receiver with Maxwell-4 ASIC                   |
| TRIMBLE 5800         |  L1/L2 integrated receiver/antenna                    |
| TRIMBLE 7400MSI      |  L1/L2 receiver, enhanced L2 tracking                 |
| TRIMBLE GEODESIST P  |  Dual freq. P-code on L1 and L2 (same box as SST)     |
| TRIMBLE MS750        |  Dual freq. L1 C/A; L1/L2 full cycle RTK rcvr         |
| TRIMBLE NETR3        |  L1/L2+L2C/L5 GLONASS L1/L2 Maxwell-5 ASIC,ethernet   |
| TRIMBLE NETR5        |  L1/L2+L2C/L5 GLONASS L1/L2 Maxwell-5 ASIC,eth + SBAS |
| TRIMBLE NETR8        |  L1/L2+L2C/L5 GLONASS L1/L2 Maxwell-5 ASIC,eth + SBAS,|
|                      |  with external frequency support                      |
| TRIMBLE NETR9        |  L1/L2+L2C/L5 GLONASS L1/L2 with 2 Maxwell-6 ASIC,    |
|                      |   eth + SBAS, 440 channel                             |
| TRIMBLE NETRS        |  L1/L2+L2C with Maxwell-5 ASIC, ethernet, ext freq.   |
| TRIMBLE R7           |  L1/L2+L2C 5700 chassis w/ Maxwell-5 ASIC             |
| TRIMBLE R8           |  L1/L2+L2C integrated receiver/antenna w/ Maxwell-5   |
| TRIMBLE R8 GNSS      |  L1/L2+L2C/L5 GLO L1/L2 integrated receiver/antenna   |
|                      |  with Maxwell-5 + SBAS                                |
| TRIMBLE R8 GNSS3     |  L1/L2+L2C/L5 GLO L1/L2 integrated receiver/antenna   |
|                      |  with Maxwell-6 + SBAS                                |
+----------------------+-------------------------------------------------------+
| TRIMBLE Antennae     |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| TRM10877.10_H        |  4000SX Helical, Model 10877.10                       |
| TRM11877.10+SGP      |  4000SX Micro, square groundplane, Model 11877.10     |
| TRM12333.00+RGP      |  4000SL Micro, round groundplane, Model 12333.00      |
|                      |   (with pyramid patch antenna cover)                  |
| TRM12562.00+SGP      |  4000SLD L1/L2, square groundplane, Model 12562.00    |
| TRM12562.10+RGP      |  4000SLD L1/L2, round groundplane, Model 12562.10     |
| TRM14156.00-GP       |  4000ST Kinematic External, Model 14156.00            |
|                      |   (no groundplane)                                    |
| TRM14177.00          |  4000ST L1 Geodetic, Model 14177.00                   |
| TRM14532.00          |  4000ST L1/L2 Geodetic, Model 14532.00                |
| TRM14532.10          |  4000SSE Kin L1/L2, Model 14532.10                    |
